component,category,subcategory,changes_baseline_date,change_category,projected_fiscal_year,value
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2026,105.404
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2027,120.442
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2028,127.721
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2029,132.931
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2030,136.99
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2031,140.348
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2032,143.732
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2033,146.865
outlay,Discretionary,Total Discretionary,2024-06-01,Legislative,2034,149.158
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2024,-2.362
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2025,-8.591
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2026,2.325
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2027,-0.054
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2028,0.071
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2029,1.627
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2030,2.259
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2031,3.074
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2032,3.579
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2033,4.11
outlay,Discretionary,Total Discretionary,2024-06-01,Technical,2034,5.343
outlay,Discretionary,Total Discretionary,2024-12-01,Legislative,2024,0.0
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2025,0.0
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2026,1.569
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2027,3.47
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2028,5.44
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2029,6.523
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2030,8.592
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2031,9.662
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2032,9.758
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2033,9.588
outlay,Discretionary,Total Discretionary,2025-01-01,Economic,2034,10.027
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2025,3.655
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2026,-4.613
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2027,3.135
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2028,-6.533
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2029,-4.921
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2030,-4.088
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2031,-1.984
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2032,-1.29
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2033,-0.332
outlay,Discretionary,Total Discretionary,2025-01-01,Legislative,2034,-0.097
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2025,11.8
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2026,1.742
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2027,-0.011
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2028,11.238
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2029,5.535
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2030,7.657
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2031,6.795
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2032,4.989
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2033,5.058
outlay,Discretionary,Total Discretionary,2025-01-01,Technical,2034,2.202
outlay,Discretionary,Total Discretionary,2025-12-01,Legislative,2025,39.54
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2026,0.0
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2027,1.088
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2028,4.858
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2029,7.456
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2030,8.596
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2031,9.12
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2032,9.59
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2033,9.626
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2034,9.782
outlay,Discretionary,Total Discretionary,2026-02-01,Economic,2035,9.755
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2026,-16.293
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2027,-63.126
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2028,-80.961
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2029,-96.14
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2030,-108.863
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2031,-117.191
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2032,-123.825
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2033,-129.369
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2034,-134.748
outlay,Discretionary,Total Discretionary,2026-02-01,Legislative,2035,-139.015
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2026,-0.359
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2027,-7.167
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2028,2.412
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2029,4.241
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2030,3.082
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2031,2.2
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2032,2.774
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2033,1.316
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2034,0.648
outlay,Discretionary,Total Discretionary,2026-02-01,Technical,2035,1.451
outlay,Mandatory,Fannie Freddie,2008-09-01,Technical,2009,20.0
outlay,Mandatory,Fannie Freddie,2008-09-01,Technical,2010,5.0
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2009,217.7
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2010,15.4
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2011,14.4
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2012,8.2
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2013,5.6
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2014,3.1
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2015,3.5
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2016,3.7
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2017,3.8
outlay,Mandatory,Fannie Freddie,2009-01-01,Technical,2018,3.9
outlay,Mandatory,Fannie Freddie,2009-03-01,Legislative,2009,0.037
outlay,Mandatory,Fannie Freddie,2009-03-01,Legislative,2010,0.013
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2009,52.82
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2010,5.33
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2011,6.82
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2012,7.67
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2013,8.21
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2014,2.205
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2015,0.83
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2016,-0.205
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2017,-0.78
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2018,-1.0
outlay,Mandatory,Fannie Freddie,2009-03-01,Technical,2019,-1.1
outlay,Mandatory,Fannie Freddie,2009-08-01,Technical,2009,-0.037
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2009,-199.256
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2010,-5.23
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2011,-8.12
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2012,-5.47
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2013,-5.51
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2014,1.095
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2015,2.07
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2016,1.805
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2017,1.18
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2018,0.4
outlay,Mandatory,Fannie Freddie,2010-01-01,Technical,2019,0.4
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2010,20.003
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2011,0.5
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2012,-1.9
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2013,-3.3
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2014,-2.5
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2015,-2.7
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2016,-1.6
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2017,-0.6
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2018,0.4
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2019,0.5
outlay,Mandatory,Fannie Freddie,2010-08-01,Technical,2020,0.4
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2010,-0.058
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2011,-2.2
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2012,-0.4
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2013,0.8
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2014,-0.2
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2015,-0.1
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2016,-0.1
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2017,0.4
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2018,0.7
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2019,0.8
outlay,Mandatory,Fannie Freddie,2011-01-01,Technical,2020,1.1
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2011,-0.5
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2012,-0.5
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2013,-0.5
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2014,-0.6
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2015,-0.6
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2016,-0.5
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2017,-0.6
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2018,-0.6
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2019,-0.7
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2020,-0.8
outlay,Mandatory,Fannie Freddie,2011-03-01,Technical,2021,-0.8
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2011,-5.7
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2012,-0.3
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2013,0.9
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2014,0.8
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2015,1.1
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2016,1.0
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2017,1.0
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2018,1.1
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2019,1.3
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2020,1.4
outlay,Mandatory,Fannie Freddie,2011-08-01,Technical,2021,1.4
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2012,-1.2
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2013,-4.6
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2014,-4.0
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2015,-3.4
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2016,-3.2
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2017,-3.4
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2018,-3.8
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2019,-4.0
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2020,-4.0
outlay,Mandatory,Fannie Freddie,2012-01-01,Legislative,2021,-4.1
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2011,-0.022
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2012,-1.0
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2013,1.8
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2014,2.8
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2015,1.5
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2016,1.2
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2017,1.3
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2018,1.2
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2019,1.3
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2020,1.8
outlay,Mandatory,Fannie Freddie,2012-01-01,Technical,2021,1.9
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2012,6.8
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2013,3.5
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2014,2.6
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2015,1.6
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2016,0.8
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2017,-0.3
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2018,0.4
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2019,0.8
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2020,0.8
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2021,0.8
outlay,Mandatory,Fannie Freddie,2012-03-01,Technical,2022,4.6
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2012,-12.3
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2013,5.9
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2014,3.4
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2015,1.2
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2016,0.4
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2017,1.0
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2018,1.0
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2019,1.1
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2020,1.2
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2021,1.1
outlay,Mandatory,Fannie Freddie,2012-08-01,Technical,2022,3.7
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2012,0.505
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2013,-29.5
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2014,0.3
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2015,-0.3
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2016,-0.4
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2017,-1.0
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2018,-1.3
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2019,-1.0
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2020,-2.4
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2021,-3.1
outlay,Mandatory,Fannie Freddie,2013-02-01,Technical,2022,-6.2
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2013,-95.4
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2014,-2.3
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2015,0.4
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2016,1.6
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2017,1.1
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2018,-0.1
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2019,-2.0
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2020,-1.7
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2021,-2.1
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2022,-2.8
outlay,Mandatory,Fannie Freddie,2013-05-01,Technical,2023,-3.1
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2013,15.427
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2014,-87.7
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2015,-0.7
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2016,-0.7
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2017,-0.2
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2018,-0.4
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2019,-0.5
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2020,-0.3
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2021,0.2
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2022,-1.1
outlay,Mandatory,Fannie Freddie,2014-02-01,Technical,2023,-0.2
outlay,Mandatory,Fannie Freddie,2014-04-01,Technical,2014,-2.0
outlay,Mandatory,Fannie Freddie,2014-08-01,Technical,2014,8.4
outlay,Mandatory,Fannie Freddie,2014-08-01,Technical,2015,-1.5
outlay,Mandatory,Fannie Freddie,2014-08-01,Technical,2016,-1.1
outlay,Mandatory,Fannie Freddie,2014-08-01,Technical,2017,-0.5
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2014,0.207
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2015,-28.7
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2016,0.3
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2017,1.0
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2018,1.3
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2019,1.0
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2020,0.5
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2021,0.4
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2022,0.2
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2023,0.4
outlay,Mandatory,Fannie Freddie,2015-01-01,Technical,2024,0.5
outlay,Mandatory,Fannie Freddie,2015-08-01,Technical,2015,3.0
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2015,0.067
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2016,-22.9
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2017,-0.9
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2018,-1.3
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2019,-0.8
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2020,-0.6
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2021,-0.3
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2022,-0.6
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2023,-0.8
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2024,-0.8
outlay,Mandatory,Fannie Freddie,2016-01-01,Technical,2025,-0.7
outlay,Mandatory,Fannie Freddie,2016-03-01,Technical,2016,1.3
outlay,Mandatory,Fannie Freddie,2016-08-01,Technical,2016,4.2
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2017,-17.3
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2018,-0.2
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2019,-0.2
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2021,-0.3
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2022,0.9
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2023,1.0
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2024,1.1
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2025,1.0
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2026,0.8
outlay,Mandatory,Fannie Freddie,2017-01-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2017,-13.7
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2018,-0.1
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2019,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2020,-0.1
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2021,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2022,0.1
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2023,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2024,-0.1
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2017-06-01,Technical,2027,0.1
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2018,-7.2
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2019,1.5
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2020,0.8
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2021,0.3
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2022,-0.4
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2023,0.2
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2024,0.4
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2026,-0.2
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2027,-0.3
outlay,Mandatory,Fannie Freddie,2018-04-01,Technical,2028,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2018,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2019,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2021,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2022,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2023,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2024,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2018-05-01,Technical,2028,0.0
outlay,Mandatory,Fannie Freddie,2018-11-01,Economic,2018,0.0
outlay,Mandatory,Fannie Freddie,2018-11-01,Legislative,2018,0.0
outlay,Mandatory,Fannie Freddie,2018-11-01,Technical,2018,0.0
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2019,-26.5
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2021,1.2
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2022,1.6
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2023,0.9
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2024,0.9
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2025,1.4
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2026,1.8
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2027,2.0
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2028,1.9
outlay,Mandatory,Fannie Freddie,2019-01-01,Technical,2029,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2019,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2021,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2022,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2023,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2024,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2028,0.0
outlay,Mandatory,Fannie Freddie,2019-05-01,Technical,2029,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2019,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2021,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2022,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2023,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2024,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2028,0.0
outlay,Mandatory,Fannie Freddie,2019-08-01,Technical,2029,0.0
outlay,Mandatory,Fannie Freddie,2019-11-01,Economic,2019,0.0
outlay,Mandatory,Fannie Freddie,2019-11-01,Legislative,2019,0.0
outlay,Mandatory,Fannie Freddie,2019-11-01,Technical,2019,4.828
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2020,-5.7
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2021,-0.5
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2022,0.5
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2023,0.2
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2024,0.1
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2025,0.1
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2028,0.2
outlay,Mandatory,Fannie Freddie,2020-01-01,Technical,2029,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2020,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2021,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2022,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2023,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2024,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2025,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2026,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2027,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2028,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2029,0.0
outlay,Mandatory,Fannie Freddie,2020-03-01,Technical,2030,0.0
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2020,0.0
